bulletinFamily,description,modified,id,published,href,title,type,cvss,enchantments
NVD,"The Solaris pollset feature in the Event Port backend in poll/unix/port.c in the Apache Portable Runtime (APR) library before 1.3.9, as used in the Apache HTTP Server before 2.2.14 and other products, does not properly handle errors, which allows remote attackers to cause a denial of service (daemon hang) via unspecified HTTP requests, related to the prefork and event MPMs.",2018-10-30T16:25:00,CVE-2009-2699,2009-10-13T10:30:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2009-2699,CVE-2009-2699,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"An issue was discovered in PHP 7.x before 7.1.26, 7.2.x before 7.2.14, and 7.3.x before 7.3.2. dns_get_record misparses a DNS response, which can allow a hostile DNS server to cause PHP to misuse memcpy, leading to read operations going past the buffer allocated for DNS data. This affects php_parserr in ext/standard/dns.c for DNS_CAA and DNS_ANY queries.",2019-06-18T18:15:00,CVE-2019-9022,2019-02-22T23:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-9022,CVE-2019-9022,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:P/I:N/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"The stream_reqbody_cl function in mod_proxy_http.c in the mod_proxy module in the Apache HTTP Server before 2.3.3, when a reverse proxy is configured, does not properly handle an amount of streamed data that exceeds the Content-Length value, which allows remote attackers to cause a denial of service (CPU consumption) via crafted requests.",2018-10-30T16:25:00,CVE-2009-1890,2009-07-05T16:30:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2009-1890,CVE-2009-1890,cve,"{'score': 7.1, 'vector': 'AV:N/AC:M/Au:N/C:N/I:N/A:C'}",{'vulnersScore': 'PENDING'}
NVD,"exif_process_IFD_in_MAKERNOTE in ext/exif/exif.c in PHP before 5.6.37, 7.0.x before 7.0.31, 7.1.x before 7.1.20, and 7.2.x before 7.2.8 allows remote attackers to cause a denial of service (out-of-bounds read and application crash) via a crafted JPEG file.",2019-08-19T11:15:00,CVE-2018-14851,2018-08-02T19:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-14851,CVE-2018-14851,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"The Apache HTTP Server 2.2.11 and earlier 2.2 versions does not properly handle Options=IncludesNOEXEC in the AllowOverride directive, which allows local users to gain privileges by configuring (1) Options Includes, (2) Options +Includes, or (3) Options +IncludesNOEXEC in a .htaccess file, and then inserting an exec element in a .shtml file.",2018-10-30T16:25:00,CVE-2009-1195,2009-05-28T20:30:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2009-1195,CVE-2009-1195,cve,"{'score': 4.9, 'vector': 'AV:L/AC:L/Au:N/C:N/I:N/A:C'}",{'vulnersScore': 'PENDING'}
NVD,"Cross-site scripting (XSS) vulnerability in proxy_ftp.c in the mod_proxy_ftp module in Apache 2.0.63 and earlier, and mod_proxy_ftp.c in the mod_proxy_ftp module in Apache 2.2.9 and earlier 2.2 versions, allows remote attackers to inject arbitrary web script or HTML via a wildcard in the last directory component in the pathname in an FTP URI.",2018-10-30T16:27:00,CVE-2008-2939,2008-08-06T18:41:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2008-2939,CVE-2008-2939,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"The mod_deflate module in Apache httpd 2.2.11 and earlier compresses large files until completion even after the associated network connection is closed, which allows remote attackers to cause a denial of service (CPU consumption).",2018-10-30T16:25:00,CVE-2009-1891,2009-07-10T15:30:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2009-1891,CVE-2009-1891,cve,"{'score': 7.1, 'vector': 'AV:N/AC:M/Au:N/C:N/I:N/A:C'}",{'vulnersScore': 'PENDING'}
NVD,"The PEAR_REST class in REST.php in PEAR in PHP through 5.6.0 allows local users to write to arbitrary files via a symlink attack on a (1) rest.cachefile or (2) rest.cacheid file in /tmp/pear/cache/, related to the retrieveCacheFirst and useLocalCache functions.",2016-10-26T02:00:00,CVE-2014-5459,2014-09-27T10:55:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-5459,CVE-2014-5459,cve,"{'score': 3.6, 'vector': 'AV:L/AC:L/Au:N/C:N/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,The cdf_unpack_summary_info function in cdf.c in the Fileinfo component in PHP before 5.4.29 and 5.5.x before 5.5.13 allows remote attackers to cause a denial of service (performance degradation) by triggering many file_printf calls.,2017-01-07T02:59:00,CVE-2014-0237,2014-06-01T04:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0237,CVE-2014-0237,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,The cdf_read_property_info function in cdf.c in the Fileinfo component in PHP before 5.4.29 and 5.5.x before 5.5.13 allows remote attackers to cause a denial of service (infinite loop or out-of-bounds memory access) via a vector that (1) has zero length or (2) is too long.,2017-01-07T02:59:00,CVE-2014-0238,2014-06-01T04:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0238,CVE-2014-0238,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"sapi/cgi/cgi_main.c in the CGI component in PHP through 5.4.36, 5.5.x through 5.5.20, and 5.6.x through 5.6.4, when mmap is used to read a .php file, does not properly consider the mapping's length during processing of an invalid file that begins with a # character and lacks a newline character, which causes an out-of-bounds read and might (1) allow remote attackers to obtain sensitive information from php-cgi process memory by leveraging the ability to upload a .php file or (2) trigger unexpected code execution if a valid PHP script is present in memory locations adjacent to the mapping.",2016-12-31T02:59:00,CVE-2014-9427,2015-01-03T02:59:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-9427,CVE-2014-9427,cve,"{'score': 7.5, 'vector': 'AV:N/AC:L/Au:N/C:P/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"When PHP EXIF extension is parsing EXIF information from an image, e.g. via exif_read_data() function, in PHP versions 7.1.x below 7.1.30, 7.2.x below 7.2.19 and 7.3.x below 7.3.6 it is possible to supply it with data what will cause it to read past the allocated buffer. This may lead to information disclosure or crash.",2019-06-20T22:15:00,CVE-2019-11040,2019-06-19T00:15:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-11040,CVE-2019-11040,cve,"{'score': 6.4, 'vector': 'AV:N/AC:L/Au:N/C:P/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"Function iconv_mime_decode_headers() in PHP versions 7.1.x below 7.1.30, 7.2.x below 7.2.19 and 7.3.x below 7.3.6 may perform out-of-buffer read due to integer overflow when parsing MIME headers. This may lead to information disclosure or crash.",2019-06-20T22:15:00,CVE-2019-11039,2019-06-19T00:15:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-11039,CVE-2019-11039,cve,"{'score': 6.4, 'vector': 'AV:N/AC:L/Au:N/C:P/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"When using the gdImageCreateFromXbm() function in the GD Graphics Library (aka LibGD) 2.2.5, as used in the PHP GD extension in PHP versions 7.1.x below 7.1.30, 7.2.x below 7.2.19 and 7.3.x below 7.3.6, it is possible to supply data that will cause the function to use the value of uninitialized variable. This may lead to disclosing contents of the stack that has been left there by previous code.",2019-08-15T17:15:00,CVE-2019-11038,2019-06-19T00:15:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-11038,CVE-2019-11038,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:P/I:N/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"CRLF injection vulnerability in the mod_negotiation module in the Apache HTTP Server 2.2.6 and earlier in the 2.2.x series, 2.0.61 and earlier in the 2.0.x series, and 1.3.39 and earlier in the 1.3.x series allows remote authenticated users to inject arbitrary HTTP headers and conduct HTTP response splitting attacks by uploading a file with a multi-line name containing HTTP header sequences and a file extension, which leads to injection within a (1) ""406 Not Acceptable"" or (2) ""300 Multiple Choices"" HTTP response when the extension is omitted in a request for the file.",2019-08-15T09:15:00,CVE-2008-0456,2008-01-25T01:00:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2008-0456,CVE-2008-0456,cve,"{'score': 2.6, 'vector': 'AV:N/AC:H/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"Cross-site scripting (XSS) vulnerability in the mod_negotiation module in the Apache HTTP Server 2.2.6 and earlier in the 2.2.x series, 2.0.61 and earlier in the 2.0.x series, and 1.3.39 and earlier in the 1.3.x series allows remote authenticated users to inject arbitrary web script or HTML by uploading a file with a name containing XSS sequences and a file extension, which leads to injection within a (1) ""406 Not Acceptable"" or (2) ""300 Multiple Choices"" HTTP response when the extension is omitted in a request for the file.",2018-10-30T16:25:00,CVE-2008-0455,2008-01-25T01:00:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2008-0455,CVE-2008-0455,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"By specially crafting HTTP requests, the mod_md challenge handler would dereference a NULL pointer and cause the child process to segfault. This could be used to DoS the server. Fixed in Apache HTTP Server 2.4.34 (Affected 2.4.33).",2019-08-15T09:15:00,CVE-2018-8011,2018-07-18T14:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-8011,CVE-2018-8011,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"** DISPUTED ** An issue was discovered in PHP 7.x before 7.1.27 and 7.3.x before 7.3.3. phar_tar_writeheaders_int in ext/phar/tar.c has a buffer overflow via a long link value. NOTE: The vendor indicates that the link value is used only when an archive contains a symlink, which currently cannot happen: ""This issue allows theoretical compromise of security, but a practical attack is usually impossible.""",2019-06-03T15:29:00,CVE-2019-9675,2019-03-11T11:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-9675,CVE-2019-9675,cve,"{'score': 6.8, 'vector': 'AV:N/AC:M/Au:N/C:P/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,Cross-site request forgery (CSRF) vulnerability in the balancer-manager in mod_proxy_balancer for Apache HTTP Server 2.2.x allows remote attackers to gain privileges via unspecified vectors.,2018-10-30T16:25:00,CVE-2007-6420,2008-01-12T00:46:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2007-6420,CVE-2007-6420,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"Cross-site scripting (XSS) vulnerability in mod_status in the Apache HTTP Server 2.2.0 through 2.2.6, 2.0.35 through 2.0.61, and 1.3.2 through 1.3.39, when the server-status page is enabled, allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.",2018-10-30T16:25:00,CVE-2007-6388,2008-01-08T18:46:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2007-6388,CVE-2007-6388,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"The balancer_handler function in mod_proxy_balancer in the Apache HTTP Server 2.2.0 through 2.2.6, when a threaded Multi-Processing Module is used, allows remote authenticated users to cause a denial of service (child process crash) via an invalid bb variable.",2018-10-30T16:25:00,CVE-2007-6422,2008-01-08T18:46:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2007-6422,CVE-2007-6422,cve,"{'score': 4.0, 'vector': 'AV:N/AC:L/Au:S/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"Cross-site scripting (XSS) vulnerability in balancer-manager in mod_proxy_balancer in the Apache HTTP Server 2.2.0 through 2.2.6 allows remote attackers to inject arbitrary web script or HTML via the (1) ss, (2) wr, or (3) rr parameters, or (4) the URL.",2018-10-30T16:25:00,CVE-2007-6421,2008-01-08T19:46:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2007-6421,CVE-2007-6421,cve,"{'score': 3.5, 'vector': 'AV:N/AC:M/Au:S/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"** DISPUTED **  Unspecified vulnerability in mod_proxy_balancer for Apache HTTP Server 2.2.x before 2.2.7-dev, when running on Windows, allows remote attackers to trigger memory corruption via a long URL.  NOTE: the vendor could not reproduce this issue.",2018-10-30T16:25:00,CVE-2007-6423,2008-01-12T00:46:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2007-6423,CVE-2007-6423,cve,"{'score': 7.8, 'vector': 'AV:N/AC:L/Au:N/C:N/I:N/A:C'}",{'vulnersScore': 'PENDING'}
NVD,Cross-site scripting (XSS) vulnerability in the (1) mod_imap module in the Apache HTTP Server 1.3.0 through 1.3.39 and 2.0.35 through 2.0.61 and the (2) mod_imagemap module in the Apache HTTP Server 2.2.0 through 2.2.6 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.,2018-10-30T16:25:00,CVE-2007-5000,2007-12-13T18:46:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2007-5000,CVE-2007-5000,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"The asn1_time_to_time_t function in ext/openssl/openssl.c in PHP before 5.3.28, 5.4.x before 5.4.23, and 5.5.x before 5.5.7 does not properly parse (1) notBefore and (2) notAfter timestamps in X.509 certificates, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted certificate that is not properly handled by the openssl_x509_parse function.",2018-10-30T16:27:00,CVE-2013-6420,2013-12-17T04:46:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-6420,CVE-2013-6420,cve,"{'score': 7.5, 'vector': 'AV:N/AC:L/Au:N/C:P/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"When processing certain files, PHP EXIF extension in versions 7.1.x below 7.1.29, 7.2.x below 7.2.18 and 7.3.x below 7.3.5 can be caused to read past allocated buffer in exif_process_IFD_TAG function. This may lead to information disclosure or crash.",2019-06-05T18:29:00,CVE-2019-11036,2019-05-03T20:29:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-11036,CVE-2019-11036,cve,"{'score': 6.4, 'vector': 'AV:N/AC:L/Au:N/C:P/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"Apache 2.2.2, when running on Windows, allows remote attackers to read source code of CGI programs via a request that contains uppercase (or alternate case) characters that bypass the case-sensitive ScriptAlias directive, but allow access to the file on case-insensitive file systems.",2018-10-17T21:33:00,CVE-2006-4110,2006-08-14T20:04:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2006-4110,CVE-2006-4110,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:P/I:N/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"Cross-site scripting (XSS) vulnerability in mod_autoindex.c in the Apache HTTP Server before 2.2.6, when the charset on a server-generated page is not defined, allows remote attackers to inject arbitrary web script or HTML via the P parameter using the UTF-7 charset.  NOTE: it could be argued that this issue is due to a design limitation of browsers that attempt to perform automatic content type detection.",2018-10-30T16:25:00,CVE-2007-4465,2007-09-14T00:17:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2007-4465,CVE-2007-4465,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"Apache HTTP Server 2.0.x and 2.2.x does not sanitize the HTTP Method specifier header from an HTTP request when it is reflected back in a ""413 Request Entity Too Large"" error message, which might allow cross-site scripting (XSS) style attacks using web client components that can send arbitrary headers in requests, as demonstrated via an HTTP request containing an invalid Content-length value, a similar issue to CVE-2006-3918.",2018-10-15T21:50:00,CVE-2007-6203,2007-12-03T22:46:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2007-6203,CVE-2007-6203,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,Cross-site scripting (XSS) vulnerability in Apache 2.2.6 and earlier allows remote attackers to inject arbitrary web script or HTML via UTF-7 encoded URLs that are not properly handled when displaying the 403 Forbidden error page.,2018-10-30T16:25:00,CVE-2008-2168,2008-05-13T21:20:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2008-2168,CVE-2008-2168,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"Format string vulnerability in the mod_tcl module 1.0 for Apache 2.x allows context-dependent attackers to execute arbitrary code via format string specifiers that are not properly handled in a set_var function call in (1) tcl_cmds.c and (2) tcl_core.c.
This vulnerability is addressed in the following Apache module update:
mod_tcl 1.0.1",2017-07-20T01:32:00,CVE-2006-4154,2006-10-16T19:07:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2006-4154,CVE-2006-4154,cve,"{'score': 6.8, 'vector': 'AV:N/AC:M/Au:N/C:P/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"suexec in Apache HTTP Server (httpd) 2.2.3 uses a partial comparison for verifying whether the current directory is within the document root, which might allow local users to perform unauthorized operations on incorrect directories, as demonstrated using ""html_backup"" and ""htmleditor"" under an ""html"" directory.  NOTE: the researcher, who is reliable, claims that the vendor disputes the issue because ""the attacks described rely on an insecure server configuration"" in which the user ""has write access to the document root.""

",2008-11-13T06:36:00,CVE-2007-1742,2007-04-13T17:19:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2007-1742,CVE-2007-1742,cve,"{'score': 3.7, 'vector': 'AV:L/AC:H/Au:N/C:P/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"Multiple race conditions in suexec in Apache HTTP Server (httpd) 2.2.3 between directory and file validation, and their usage, allow local users to gain privileges and execute arbitrary code by renaming directories or performing symlink attacks. NOTE: the researcher, who is reliable, claims that the vendor disputes the issue because ""the attacks described rely on an insecure server configuration"" in which the user ""has write access to the document root.""",2017-07-29T01:30:00,CVE-2007-1741,2007-04-13T16:19:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2007-1741,CVE-2007-1741,cve,"{'score': 6.2, 'vector': 'AV:L/AC:H/Au:N/C:C/I:C/A:C'}",{'vulnersScore': 'PENDING'}
NVD,"Cross-site scripting (XSS) vulnerability in mod_status.c in the mod_status module in Apache HTTP Server (httpd), when ExtendedStatus is enabled and a public server-status page is used, allows remote attackers to inject arbitrary web script or HTML via unspecified vectors involving charsets with browsers that perform ""charset detection"" when the content-type is not specified.",2018-10-17T21:44:00,CVE-2006-5752,2007-06-27T17:30:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2006-5752,CVE-2006-5752,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"suexec in Apache HTTP Server (httpd) 2.2.3 does not verify combinations of user and group IDs on the command line, which might allow local users to leverage other vulnerabilities to create arbitrary UID/GID owned files if /proc is mounted.  NOTE: the researcher, who is reliable, claims that the vendor disputes the issue because ""the attacks described rely on an insecure server configuration"" in which the user ""has write access to the document root.""  In addition, because this is dependent on other vulnerabilities, perhaps this is resultant and should not be included in CVE.
From the vendor:
""The attacks described rely on an insecure server configuration - that
the unprivileged user the server runs as has write access to the
document root. The suexec tool cannot detect all possible insecure
configurations, nor can it protect against privilege ""escalation"" in
all such cases.

It is important to note that to be able to invoke suexec, the attacker
must also first gain the ability to execute arbitrary code as the
unprivileged server user.""
",2008-09-05T21:21:00,CVE-2007-1743,2007-04-13T17:19:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2007-1743,CVE-2007-1743,cve,"{'score': 4.4, 'vector': 'AV:L/AC:M/Au:N/C:P/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,Integer overflow in the SdnToJewish function in jewish.c in the Calendar component in PHP before 5.3.26 and 5.4.x before 5.4.16 allows context-dependent attackers to cause a denial of service (application hang) via a large argument to the jdtojewish function.,2013-09-12T03:36:00,CVE-2013-4635,2013-06-21T21:55:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-4635,CVE-2013-4635,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,Heap-based buffer overflow in the php_quot_print_encode function in ext/standard/quot_print.c in PHP before 5.3.26 and 5.4.x before 5.4.16 allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via a crafted argument to the quoted_printable_encode function.,2016-12-31T02:59:00,CVE-2013-2110,2013-06-21T20:55:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-2110,CVE-2013-2110,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,Multiple memory leaks in the OpenSSL extension in PHP before 5.3.6 might allow remote attackers to cause a denial of service (memory consumption) via (1) plaintext data to the openssl_encrypt function or (2) ciphertext data to the openssl_decrypt function.,2018-10-30T16:26:00,CVE-2011-1468,2011-03-20T02:00:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2011-1468,CVE-2011-1468,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,Integer overflow in ext/shmop/shmop.c in PHP before 5.3.6 allows context-dependent attackers to cause a denial of service (crash) and possibly read sensitive memory via a large third argument to the shmop_read function.,2018-10-30T16:26:00,CVE-2011-1092,2011-03-15T17:55:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2011-1092,CVE-2011-1092,cve,"{'score': 7.5, 'vector': 'AV:N/AC:L/Au:N/C:P/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"Integer overflow in the mt_rand function in PHP before 5.3.4 might make it easier for context-dependent attackers to predict the return values by leveraging a script's use of a large max parameter, as demonstrated by a value that exceeds mt_getrandmax.",2018-10-30T16:26:00,CVE-2011-0755,2011-02-02T22:00:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2011-0755,CVE-2011-0755,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"The file-upload implementation in rfc1867.c in PHP before 5.4.0 does not properly handle invalid [ (open square bracket) characters in name values, which makes it easier for remote attackers to cause a denial of service (malformed $_FILES indexes) or conduct directory traversal attacks during multi-file uploads by leveraging a script that lacks its own filename restrictions.",2018-01-18T02:29:00,CVE-2012-1172,2012-05-24T00:55:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-1172,CVE-2012-1172,cve,"{'score': 5.8, 'vector': 'AV:N/AC:M/Au:N/C:N/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"sapi/cgi/cgi_main.c in PHP before 5.3.13 and 5.4.x before 5.4.3, when configured as a CGI script (aka php-cgi), does not properly handle query strings that contain a %3D sequence but no = (equals sign) character, which allows remote attackers to execute arbitrary code by placing command-line options in the query string, related to lack of skipping a certain php_getopt for the 'd' case.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2012-1823.",2018-01-18T02:29:00,CVE-2012-2311,2012-05-11T10:15:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-2311,CVE-2012-2311,cve,"{'score': 7.5, 'vector': 'AV:N/AC:L/Au:N/C:P/I:P/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"The openssl_x509_parse function in openssl.c in the OpenSSL module in PHP before 5.4.18 and 5.5.x before 5.5.2 does not properly handle a '\0' character in a domain name in the Subject Alternative Name field of an X.509 certificate, which allows man-in-the-middle attackers to spoof arbitrary SSL servers via a crafted certificate issued by a legitimate Certification Authority, a related issue to CVE-2009-2408.",2016-11-28T19:09:00,CVE-2013-4248,2013-08-18T02:52:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-4248,CVE-2013-4248,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,Unspecified vulnerability in the Streams component in PHP before 5.3.6 allows context-dependent attackers to cause a denial of service (application crash) by accessing an ftp:// URL during use of an HTTP proxy with the FTP wrapper.,2018-10-30T16:26:00,CVE-2011-1469,2011-03-20T02:00:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2011-1469,CVE-2011-1469,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"Unspecified vulnerability in the _php_stream_scandir function in the stream implementation in PHP before 5.3.15 and 5.4.x before 5.4.5 has unknown impact and remote attack vectors, related to an ""overflow.""",2017-12-22T02:29:00,CVE-2012-2688,2012-07-20T10:40:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-2688,CVE-2012-2688,cve,"{'score': 10.0, 'vector': 'AV:N/AC:L/Au:N/C:C/I:C/A:C'}",{'vulnersScore': 'PENDING'}
NVD,"The iconv_mime_decode_headers function in the Iconv extension in PHP before 5.3.4 does not properly handle encodings that are unrecognized by the iconv and mbstring (aka Multibyte String) implementations, which allows remote attackers to trigger an incomplete output array, and possibly bypass spam detection or have unspecified other impact, via a crafted Subject header in an e-mail message, as demonstrated by the ks_c_5601-1987 character set.",2018-10-30T16:26:00,CVE-2010-4699,2011-01-18T20:00:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2010-4699,CVE-2010-4699,cve,"{'score': 5.0, 'vector': 'AV:N/AC:L/Au:N/C:N/I:P/A:N'}",{'vulnersScore': 'PENDING'}
NVD,"exif.c in the Exif extension in PHP before 5.3.6 on 64-bit platforms performs an incorrect cast, which allows remote attackers to cause a denial of service (application crash) via an image with a crafted Image File Directory (IFD) that triggers a buffer over-read.",2018-10-30T16:26:00,CVE-2011-0708,2011-03-20T02:00:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2011-0708,CVE-2011-0708,cve,"{'score': 4.3, 'vector': 'AV:N/AC:M/Au:N/C:N/I:N/A:P'}",{'vulnersScore': 'PENDING'}
NVD,"Buffer overflow in the com_print_typeinfo function in PHP 5.4.3 and earlier on Windows allows remote attackers to execute arbitrary code via crafted arguments that trigger incorrect handling of COM object VARIANT types, as exploited in the wild in May 2012.",2017-08-29T01:31:00,CVE-2012-2376,2012-05-21T15:55:00,https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-2376,CVE-2012-2376,cve,"{'score': 10.0, 'vector': 'AV:N/AC:L/Au:N/C:C/I:C/A:C'}",{'vulnersScore': 'PENDING'}
